,name,rating,reviews,type,hq,old,employees
14,Tega Industries,3.8,(184 Reviews),Public,"Kolkata,West Bengal + 14 more",46 years old,1k-5k Employees (India)
15,PhyCARE Solution...,3.8,(184 Reviews),Private,"Bronx,New York + 3 more",22 years old,501-1k Employees (India)
16,CTDI,3.8,(184 Reviews),Private,"West Chester,Pennsylvania + 17 more",47 years old,201-500 Employees (India)
17,Hummingwave Tech...,5.0,(184 Reviews),Private,Bangalore + 3 more,9 years old,11-50 Employees (India)
18,Anand Rathi Glob...,3.7,(184 Reviews),Private,Mumbai + 34 more,40 years old,51-200 Employees (India)
19,THE KCP,4.3,(184 Reviews),Public,"Chennai,Tamil Nadu + 16 more",81 years old,1k-5k Employees (India)
20,Asti Electronics...,3.9,(184 Reviews),Private,"Gurgaon/Gurugram,Haryana + 5 more",18 years old,201-500 Employees (India)
21,Laser Power & In...,3.6,(184 Reviews),Private,"Kolkata,West Bengal + 26 more",34 years old,1k-5k Employees (India)
22,RelianceSMART.in,4.2,(184 Reviews),Public,Mumbai + 82 more,16 years old,5k-10k Employees (India)
23,Nalco water,4.3,(184 Reviews),Private,Naperville + 27 more,94 years old,1k-5k Employees (India)
24,KRBL,3.9,(184 Reviews),Public,"Noida,Uttar Pradesh + 17 more",133 years old,501-1k Employees (India)
25,Aptiv,4.1,(553 Reviews),Private,Dublin + 12 more,28 years old,1k-5k Employees (India)
26,Barista Coffee C...,4.3,(183 Reviews),Private,"Delhi/NCR,New Delhi + 23 more",23 years old,1k-5k Employees (India)
27,TowerVision Indi...,4.1,(183 Reviews),Private,Chennai + 21 more,16 years old,501-1k Employees (India)
28,Kuwait Oil Compa...,4.6,(183 Reviews),Ahmadi + 12 more,88 years old,5k-10k Employees (Global),
29,Valvoline Cummin...,4.1,(183 Reviews),Private,"Gurgaon/Gurugram,Haryana + 41 more",24 years old,201-500 Employees (India)
0,KOREA PLANT SERV...,3.5,(183 Reviews),Private,"Naju,Jeollanam-do + 15 more",38 years old,1-10 Employees (India)
1,Thyssenkrupp Ind...,4.2,(183 Reviews),Essen + 13 more,163 years old,1k-5k Employees (India),
2,Richa Global Exp...,3.9,(183 Reviews),Private,"Gurgaon/Gurugram,Haryana + 7 more",31 years old,10k-50k Employees (India)
3,Puravankara Proj...,4.2,(183 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 9 more",47 years old,1k-5k Employees (India)
4,Gold Plus Glass,4.0,(183 Reviews),Private,"Delhi/NCR,Delhi + 11 more",37 years old,1k-5k Employees (India)
5,Highway Industri...,4.0,(183 Reviews),Private,"Ludhiana,Punjab + 7 more",51 years old,1k-5k Employees (India)
6,Shakti Pumps,3.8,(183 Reviews),Public,"Dhar,Madhya Pradesh + 27 more",40 years old,501-1k Employees (India)
7,AXIS MY INDIA,4.4,(183 Reviews),Private,"Mumbai,Maharashtra + 9 more",24 years old,51-200 Employees (India)
8,Ather Energy,4.1,(183 Reviews),Private,"Bangalore,Karnataka + 8 more",9 years old,1k-5k Employees (India)
9,Cordlife Science...,4.0,(183 Reviews),Private,"Kolkata,West Bengal + 30 more",21 years old,201-500 Employees (India)
10,Theme Engineerin...,3.6,(183 Reviews),Private,"Jaipur,Rajasthan + 56 more",20 years old,501-1k Employees (India)
11,Bengal Beverages,3.2,(183 Reviews),Private,Dankuni + 5 more,27 years old,501-1k Employees (India)
12,Infodrive,4.6,(183 Reviews),Private,"New Delhi,Delhi",26 years old,51-200 Employees (India)
13,ANZ Operations &...,4.4,(183 Reviews),Melbourne + 2 more,33 years old,1k-5k Employees (India),
14,Birla Cement,4.3,(183 Reviews),Kolkata + 42 more,112 years old,5k-10k Employees (India),
15,Hinduja Group,3.9,(17.9k Reviews),Public,Mumbai + 52 more,108 years old,1 Lakh+ Employees (India)
16,Gujarat Gas,4.3,(182 Reviews),Public,"Gandhinagar,Gujarat + 33 more",42 years old,1k-5k Employees (India)
17,Luxor Writing In...,3.6,(182 Reviews),Private,"Noida,Uttar Pradesh + 25 more",21 years old,1k-5k Employees (India)
18,Arabtec Construc...,4.6,(182 Reviews),Private,"Dubai,Dubai + 12 more",47 years old,201-500 Employees (India)
19,Mantri Developer...,3.3,(182 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 5 more",23 years old,501-1k Employees (India)
20,Machino Plastics,3.9,(182 Reviews),Public,"Gurgaon/Gurugram,Haryana + 9 more",35 years old,201-500 Employees (India)
21,Groupm Media,4.0,(182 Reviews),Public,"New York,New York, + 10 more",19 years old,1k-5k Employees (India)
22,Accord Synergy,3.7,(182 Reviews),Public,"Vadodara/Baroda,Gujrat + 25 more",8 years old,51-200 Employees (India)
23,Pepe Jeans,4.3,(182 Reviews),Private,Municipility Of Sant Feliu De Llobregat + 38 more,49 years old,51-200 Employees (India)
24,Yashi Consulting...,3.9,(182 Reviews),Private,Jaipur + 13 more,17 years old,51-200 Employees (India)
25,Net Solutions,4.7,(182 Reviews),Private,"Chandigarh,Haryana",22 years old,201-500 Employees (India)
26,VISA Steel,3.9,(182 Reviews),Public,"Bhubaneswar,Odisha + 11 more",26 years old,1k-5k Employees (India)
27,Manhattan Associ...,4.1,(182 Reviews),Private,"Atlanta,Georgia + 1 more",32 years old,1k-5k Employees (India)
28,Walplast Product...,3.8,(182 Reviews),Private,"Navi Mumbai,Maharashtra + 27 more",18 years old,201-500 Employees (India)
29,Sedemac Mechatro...,4.2,(182 Reviews),Private,"Mumbai,Maharashtra + 2 more",15 years old,201-500 Employees (India)
0,S.c Johnson Prod...,4.2,(182 Reviews),Private,"Racine,Wisconsin + 39 more",136 years old,501-1k Employees (India)
1,Bharat Instituti...,4.1,(182 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 4 more",21 years old,201-500 Employees (India)
2,Cargo Motors,4.0,(182 Reviews),Private,"Ahmedabad,Gujrat + 19 more",63 years old,1k-5k Employees (India)
3,APL Apollo Tubes...,4.0,(182 Reviews),Public,"Delhi/NCR,New Delhi + 24 more",36 years old,1k-5k Employees (India)
4,Examity,3.7,(182 Reviews),"Needham,Massachusetts + 3 more",9 years old,201-500 Employees (Global),
5,INDIAN PUBLIC SC...,3.9,(182 Reviews),Private,"Salem,Tamil Nadu + 34 more",18 years old,1k-5k Employees (India)
6,Celebi Delhi Car...,4.2,(182 Reviews),Istanbul + 4 more,64 years old,5k-10k Employees (India),
7,Sterling Hospita...,4.0,(182 Reviews),Public,"Ahmedabad,Gujarat + 11 more",21 years old,1k-5k Employees (India)
8,Toothsi,2.5,(182 Reviews),"Mumbai,Maharashtra + 12 more",4 years old,501-1k Employees (India),
9,Qatar Petroleum,4.2,(1.1k Reviews),Other,Doha + 10 more,48 years old,501-1k Employees (India)
10,Centre For Sight,4.0,(181 Reviews),Private,Delhi + 18 more,26 years old,501-1k Employees (India)
11,Shyam Indus Powe...,3.6,(181 Reviews),Private,"Delhi/NCR,Delhi + 18 more",18 years old,1k-5k Employees (India)
12,YKK,4.1,(181 Reviews),Private,"Gurgaon/Gurugram,Haryana + 13 more",27 years old,201-500 Employees (India)
13,Cotmac Electroni...,4.0,(181 Reviews),Private,"Pune,Maharashtra + 13 more",31 years old,501-1k Employees (India)
14,Jaypee Hospital,4.2,(181 Reviews),Private,Noida + 5 more,8 years old,501-1k Employees (India)
15,SiliconIndia,2.6,(181 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 4 more",25 years old,201-500 Employees (India)
16,Bajaj Hindusthan,4.1,(181 Reviews),Public,"Mumbai,Maharashtra + 14 more",91 years old,1k-5k Employees (India)
17,Shalimar Paints,3.5,(181 Reviews),Public,"Gurgaon/Gurugram,Haryana + 37 more",120 years old,1k-5k Employees (India)
18,SVC Co-Operative...,3.9,(181 Reviews),Private,"Mumbai,Maharashtra + 27 more",116 years old,1k-5k Employees (India)
19,Sekisui Dljm Mol...,3.9,(181 Reviews),JV,"Gurgaon/Gurugram,Haryana + 11 more",11 years old,51-200 Employees (India)
20,EVRY India,3.6,(181 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",29 years old,501-1k Employees (India)
21,Emirates Airline...,3.9,(180 Reviews),Private,"Dubai,Dubai + 15 more",37 years old,1k-5k Employees (India)
22,Wood Group,4.1,(180 Reviews),Private,"Aberdeen City,Aberdeen + 18 more",110 years old,51-200 Employees (India)
23,Drydocks World D...,4.1,(180 Reviews),LLC,"Dubai,Dubai + 11 more",39 years old,1k-5k Employees (India)
24,NetAmbit Infosou...,3.5,(180 Reviews),Private,Noida + 24 more,22 years old,1k-5k Employees (India)
25,ArcGate,3.3,(180 Reviews),Private,"Udaipur,Rajasthan",17 years old,1k-5k Employees (India)
26,HealthKart,4.0,(180 Reviews),Private,"Gurgaon,Haryana + 17 more",11 years old,501-1k Employees (India)
27,Sun TV Network,4.0,(180 Reviews),Public,"Chennai,Tamil Nadu + 7 more",29 years old,1k-5k Employees (India)
28,VSoft Technologi...,3.6,(180 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 13 more",18 years old,201-500 Employees (India)
29,ESIC HOSPITAL,4.3,(180 Reviews),Private,"Delhi/NCR,New Delhi + 36 more",70 years old,201-500 Employees (India)
0,HealthKart,4.0,(180 Reviews),Private,"Gurgaon,Haryana + 17 more",11 years old,501-1k Employees (India)
1,Sun TV Network,4.0,(180 Reviews),Public,"Chennai,Tamil Nadu + 7 more",29 years old,1k-5k Employees (India)
2,Omninos Solution...,4.6,(180 Reviews),Chandigarh + 22 more,6 years old,201-500 Employees (India),
3,Drydocks World D...,4.1,(180 Reviews),LLC,"Dubai,Dubai + 11 more",39 years old,1k-5k Employees (India)
4,PureSoftware,3.8,(180 Reviews),Private,"Noida,Uttar Pradesh + 5 more",17 years old,1k-5k Employees (India)
5,MapmyIndia,4.0,(179 Reviews),Public,"Delhi,NCT + 4 more",30 years old,201-500 Employees (India)
6,Concord Biotech,3.5,(179 Reviews),Public,"Ahmedabad,Gujarat + 5 more",22 years old,501-1k Employees (India)
7,Cipla Industries,3.9,(179 Reviews),New Delhi + 27 more,24 years old,11-50 Employees (India),
8,Anudip Foundatio...,3.8,(179 Reviews),NGO/NPO,"Kolkata,West Bengal + 28 more",15 years old,501-1k Employees (India)
9,HDFC Mutual Fund,3.9,(179 Reviews),"Mumbai,Maharashtra + 62 more",23 years old,1k-5k Employees (India),
10,Tops Security,3.6,(179 Reviews),Private,"Mumbai,Maharashtra + 24 more",52 years old,51-200 Employees (India)
11,Keihin India Man...,4.2,(179 Reviews),Tokyo + 7 more,66 years old,51-200 Employees (India),
12,Writer Informati...,3.4,(179 Reviews),Private,Mumbai + 22 more,35 years old,5k-10k Employees (Global)
13,D.p. Jain & Co. ...,3.6,(179 Reviews),Private,"Nagpur,Maharashtra + 22 more",48 years old,201-500 Employees (India)
14,Bal Pharma,3.8,(179 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 19 more",35 years old,1k-5k Employees (India)
15,Azure Power,3.9,(179 Reviews),Private,"Delhi,NCT + 13 more",14 years old,501-1k Employees (India)
16,Healthians,3.3,(179 Reviews),Private,"Gurgaon,Haryana + 25 more",9 years old,501-1k Employees (India)
17,Paragon Digital ...,3.8,(179 Reviews),Private,Chennai + 10 more,15 years old,1k-5k Employees (India)
18,Praxair,4.1,(179 Reviews),Private,"Danbury,Connecticut + 26 more",115 years old,201-500 Employees (India)
19,Amrita Institute...,4.4,(179 Reviews),Private,"Kochi/Cochin,Kerala + 9 more",24 years old,5k-10k Employees (India)
20,Neilsoft,3.5,(179 Reviews),Private,Pune + 6 more,29 years old,501-1k Employees (India)
21,PC Financial Ser...,3.6,(179 Reviews),Private,"Gurgaon/Gurugram,Haryana + 2 more",27 years old,201-500 Employees (India)
22,Anu Industries,3.7,(179 Reviews),Private,"Delhi/NCR,New Delhi + 11 more",48 years old,201-500 Employees (India)
23,Koyo Bearings In...,3.8,(179 Reviews),Private,Gurgaon + 4 more,15 years old,1k-5k Employees (India)
24,Schneider Electr...,4.0,(179 Reviews),Public,Rueil-Malmaison + 19 more,186 years old,10k-50k Employees (India)
25,SRMB SRIJAN,3.8,(179 Reviews),"Kolkata,West Bengal + 28 more",71 years old,201-500 Employees (India),
26,CARE Ratings,3.1,(178 Reviews),Public,Mumbai + 14 more,29 years old,501-1k Employees (India)
27,MEP Infrastruct...,3.4,(178 Reviews),Public,"Mumbai,Maharashtra + 22 more",20 years old,1k-5k Employees (India)
28,Sel Manufacturin...,3.7,(178 Reviews),Public,"Ludhiana,Punjab + 10 more",53 years old,1k-5k Employees (India)
29,Inspira Enterpri...,4.1,(178 Reviews),Private,"Mumbai,Maharashtra + 22 more",14 years old,1k-5k Employees (India)
0,Toshiba Transmis...,3.8,(178 Reviews),Private,Hyderabad + 16 more,128 years old,501-1k Employees (India)
1,Sundaram Motors,3.9,(178 Reviews),Private,"Chennai,Tamil Nadu + 23 more",24 years old,51-200 Employees (India)
2,TCI Supply Chain...,4.3,(178 Reviews),Private,"Gurgaon/Gurugram,Haryana + 31 more",64 years old,5k-10k Employees (India)
3,eNoah iSolution,3.9,(178 Reviews),Private,"Chennai,Tamil Nadu + 4 more",17 years old,1k-5k Employees (India)
4,CARE Ratings,3.1,(178 Reviews),Public,Mumbai + 14 more,29 years old,501-1k Employees (India)
5,Techwave Consult...,3.9,(178 Reviews),Private,"Houston,Texas + 1 more",18 years old,1k-5k Employees (India)
6,Case New-Holland...,4.0,(178 Reviews),Private,London + 30 more,180 years old,51-200 Employees (India)
7,JoulestoWatts Bu...,2.9,(178 Reviews),Private,"Bangalore,Karnataka + 11 more",7 years old,51-200 Employees (India)
8,MEP Infrastruct...,3.4,(178 Reviews),Public,"Mumbai,Maharashtra + 22 more",20 years old,1k-5k Employees (India)
9,Sel Manufacturin...,3.7,(178 Reviews),Public,"Ludhiana,Punjab + 10 more",53 years old,1k-5k Employees (India)
10,Titan Engineerin...,4.2,(178 Reviews),Private,Hosur + 3 more,28 years old,501-1k Employees (India)
11,Freshworks,4.0,(178 Reviews),Public,"San Mateo,California + 13 more",12 years old,1k-5k Employees (India)
12,Belstar Investme...,4.2,(178 Reviews),Private,"Chennai,Tamil Nadu + 68 more",34 years old,201-500 Employees (India)
13,IOCL Refinery,4.4,(178 Reviews),Public,New Delhi + 29 more,63 years old,1k-5k Employees (India)
14,Yara Fertilisers,4.1,(178 Reviews),Oslo + 29 more,117 years old,501-1k Employees (India),
15,The Institute Of...,3.9,(178 Reviews),New Delhi + 53 more,73 years old,51-200 Employees (India),
16,Escort Kubota,3.8,(178 Reviews),Faridabad + 11 more,,,
17,RSM India,3.4,(178 Reviews),Private,London + 17 more,58 years old,1k-5k Employees (India)
18,Wipro HR Service...,3.3,(178 Reviews),Noida + 7 more,,,
19,STAR,3.7,(256 Reviews),"Mumbai,Maharashtra + 26 more",28 years old,1k-5k Employees (India),
20,ACG Worldwide,4.1,(211 Reviews),Private,"Mumbai,Maharashtra + 10 more",61 years old,1k-5k Employees (India)
21,Precision Techse...,3.9,(177 Reviews),Private,Chennai + 53 more,23 years old,1k-5k Employees (India)
22,Gold's Gym,3.9,(177 Reviews),Private,"Dallas,Texas + 47 more",57 years old,1-10 Employees (India)
23,Hygienic Researc...,4.3,(177 Reviews),Private,"Mumbai,Maharashtra + 26 more",65 years old,201-500 Employees (India)
24,ABI SHOWA TECH,4.0,(177 Reviews),Private,"Chennai,Tamil Nadu + 7 more",31 years old,1k-5k Employees (India)
25,Call 2 Connect,3.2,(177 Reviews),Private,"Mumbai,Maharashtra + 11 more",19 years old,501-1k Employees (India)
26,HomeShop18,3.9,(177 Reviews),Private,"Noida,Uttar Pradesh + 14 more",14 years old,501-1k Employees (India)
27,Flyjac Logistics,4.1,(177 Reviews),Private,"Chennai,Tamil Nadu + 34 more",32 years old,501-1k Employees (India)
28,Planetcast,4.0,(177 Reviews),Public,"Noida,Uttar Pradesh + 8 more",26 years old,1k-5k Employees (India)
29,Big C,4.2,(177 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 28 more",19 years old,1k-5k Employees (India)
0,Pitambari Produc...,4.1,(177 Reviews),Private,"Thane,Maharashtra + 24 more",36 years old,201-500 Employees (India)
1,Meghalaya Cement...,3.9,(177 Reviews),Private,"Kolkata,West Bengal + 6 more",19 years old,501-1k Employees (India)
2,Trivium Educatio...,3.7,(177 Reviews),Private,"Delhi/NCR,Delhi + 6 more",12 years old,201-500 Employees (India)
3,Mahindra Lifespa...,4.1,(177 Reviews),Public,"Mumbai,Maharashtra + 16 more",28 years old,201-500 Employees (India)
4,DataMetica,4.1,(177 Reviews),Private,"Pune,Maharashtra + 1 more",9 years old,1k-5k Employees (India)
5,Deluxe Entertain...,3.8,(177 Reviews),Private,"Hollywood,Florida + 3 more",107 years old,5k-10k Employees (India)
6,Smollan Group,4.3,(177 Reviews),Private,Johannesburg + 39 more,91 years old,201-500 Employees (India)
7,National Insuran...,4.1,(177 Reviews),Private,"Kolkata,West Bengal + 57 more",116 years old,50k-1 Lakh Employees (India)
8,Tata Metaliks,4.0,(177 Reviews),Public,"Kolkata,West Bengal + 7 more",32 years old,1k-5k Employees (India)
9,Al Tasnim Enterp...,3.8,(177 Reviews),Private,Muscat + 8 more,46 years old,201-500 Employees (India)
10,Maxi Multiservic...,3.0,(177 Reviews),Private,Lucknow + 46 more,7 years old,201-500 Employees (Global)
11,Hollister Medica...,4.2,(177 Reviews),Illinois + 8 more,101 years old,51-200 Employees (India),
12,Manipal Technolo...,3.6,(176 Reviews),Private,"Manipal,Karnataka + 17 more",81 years old,1k-5k Employees (India)
13,Piramal Glass,4.2,(176 Reviews),Private,"Mumbai,Maharashtra + 7 more",38 years old,1k-5k Employees (India)
14,Imarque Solution...,3.4,(176 Reviews),Private,"Chennai,Tamil Nadu + 8 more",18 years old,201-500 Employees (India)
15,Dee Piping Syste...,4.2,(176 Reviews),Private,"Palwal,Haryana + 4 more",39 years old,1k-5k Employees (India)
16,Peter England,4.1,(176 Reviews),Private,Londonderry + 76 more,133 years old,501-1k Employees (India)
17,VAYA Finserv,4.2,(176 Reviews),Private,"Hyderabad,Telangana + 41 more",8 years old,1k-5k Employees (India)
18,SISL Infotech,3.5,(176 Reviews),Private,"Delhi/NCR,Delhi + 31 more",15 years old,501-1k Employees (India)
19,ProConnect Inte...,4.0,(176 Reviews),Private,"Chennai,Tamil Nadu + 32 more",10 years old,51-200 Employees (India)
20,BridgeLabz Solut...,4.1,(176 Reviews),"Mumbai,Maharashtra + 8 more",6 years old,201-500 Employees (India),
21,Sarvodaya Hospit...,4.2,(176 Reviews),Private,"Faridabad,Haryana + 11 more",31 years old,51-200 Employees (India)
22,Halonix Technolo...,4.1,(176 Reviews),Private,"Noida,Uttar Pradesh + 31 more",9 years old,501-1k Employees (India)
23,Vision Express,4.0,(176 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 27 more",14 years old,501-1k Employees (India)
24,HealthifyMe,3.2,(176 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",10 years old,1k-5k Employees (India)
25,CBSL,3.7,(176 Reviews),Private,New Delhi + 40 more,72 years old,1k-5k Employees (India)
26,MMC Infotech Ser...,3.5,(176 Reviews),Private,"Chennai,Tamil Nadu + 2 more",32 years old,201-500 Employees (India)
27,Vision India Ser...,3.8,(176 Reviews),Private,New Delhi + 49 more,14 years old,51-200 Employees (India)
28,Tejas Networks,4.0,(176 Reviews),Public,"Bangalore,Karnataka + 14 more",22 years old,1k-5k Employees (India)
29,Bajaj Energy,4.4,(176 Reviews),Public,"Mumbai,Maharashtra + 15 more",14 years old,501-1k Employees (India)
0,Chettinad Cement...,3.8,(176 Reviews),Private,"Chennai,Tamil Nadu + 36 more",60 years old,1k-5k Employees (India)
1,T R Chadha & Co ...,3.7,(176 Reviews),LLP,"Delhi/NCR,Delhi + 11 more",76 years old,51-200 Employees (India)
2,Gallagher Servic...,3.8,(176 Reviews),Bengaluru/Bangalore + 5 more,5k-10k Employees (India),,
3,Karamtara Engine...,3.3,(176 Reviews),"Mumbai,Maharashtra + 8 more",26 years old,501-1k Employees (India),
4,Andromeda Sales ...,3.1,(176 Reviews),Private,"Mumbai,Maharashtra + 35 more",31 years old,1k-5k Employees (India)
5,TELUS Internatio...,4.2,(176 Reviews),Pasig City + 6 more,17 years old,1k-5k Employees (India),
6,SLMG Beverages,3.9,(176 Reviews),Lucknow + 20 more,51-200 Employees (India),,
7,Škoda Auto Volks...,4.2,(176 Reviews),Pune + 5 more,1k-5k Employees (India),,
8,Vertex,3.5,(1k Reviews),Private,"King Of Prussia,Pennsylvania + 17 more",33 years old,501-1k Employees (India)
9,BP,4.1,(506 Reviews),Private,London + 5 more,113 years old,1k-5k Employees (India)
